ResourceID,Primary Reference Number,Name,Name Type,Artefact Description,Dimensions,Manufacture Method,Material,Adminstrative Subdivision Type,Archaeological Period From,Archaeological Period To,Discovery Date,Land Use,Recovery Method,Completeness,Subsequent Action
4becccea-09a3-40be-835e-18a994608327,1100409,Coin,Certain,"A Late Iron Age coin of the Coriosolite Tribe. Probable Series Z, Class II, Group O (c.1st century BC).Metal: Billon, an alloy of copper and tin (bronze) with silver and some impurities, such as gold, in proportion as much as 0.33%. The silver content can be as low as 3% or as high as 40%, but most often between 20 and 35% (Hooker 2002, p.16).		Obverse: Very worn. Head to right; hair is in three masses or locks, each composed of many hairs, some of which terminate in small curls. The top lock of hair has an S-shape that contains additional decoration in its lower part. Head has a forelock.Reverse: Very worn, chariot pony and driver to right, boar below.		Diameter: 21.0mm, Weight: 5.98g		References: Hooker, J. (2002) Celtic Improvisations: An Art Historical Analysis of Coriosolite Coins. Oxford, Archaeopress.","Diameter: 21.0mm, Weight: 5.98g",Struck or hammered,Copper alloy,St. Saviour,Iron Age 700-51 BCE,Gallo-Roman 51 BCE-451 CE,24/07/2022,Cultivated land,Metal detector,Incomplete,Returned to Finder
ccc54350-200c-45eb-945a-78825416a89b,1100410,Casting waste,Possibly,"Cast copper alloy possible casting waste of the Bronze Age to Post Medieval period. Possibly a casting jet with three remaining runners for casting in a bank mould. Casting systems are varied, but the upper surface looks rough and in keeping with the exposed surface of cooled metal on a casting jet.","Length: 36.63mm, Width: 19.4mm, Thickness: 17.73mm, Weight: 28.0g.",Cast,Copper alloy,St. Saviour,Bronze Age 2600-701 BCE,Post Medieval 1540-1901 CE,19/07/2022,Cultivated land,Metal detector,Fragment,Returned to Finder
b09ea221-5ef1-4da2-8090-9b546a2067c3,1100411,Coin weight,Certain,"A copper-alloy single faced coin weight for a silver franc of Henri III (1574) or Henri IV (1589-1610). The decorated face shows a cross fleuretty motif within a milled circle of pellets. The reverse of the object bears a makers mark ""I * D"", probably representing Isaac Gz Deelen I of Middelburg, active 1585-1620 (Withers & Withers 2011, p.75).References:Withers & Withers (2011), ""Lions, Ships and Angels: The Galata Guide to Identifying Coin-Weights found in Britain"", Llanfyllin: Galata.","Length: 18.8mm, Width: 17.8mm, 12.0g.",Cast,Copper alloy,St. Saviour,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,22/07/2022,Cultivated land,Metal detector,Complete,Returned to Finder
8eeafffa-889a-4a36-a3cd-3c0e7a8d78a9,1100412,Axehead,Certain,"Cast copper alloy fragment of socketed axehead of Late Bronze Age date. Fragment is sub-rectangular in plan and concavo-convex. Incomplete remains of loop survive on exterior.The object bears a light to mid green patina.Dimensions (mm): 42.86mm, Width: 24.22mm, Thickness (incl. loop remains): 8.64mm, Weight: 17.3g.","Length: 42.86mm, Width: 24.22mm, Thickness (incl. loop remains): 8.64mm, Weight: 17.3g.",Cast,Copper alloy,St. Saviour,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,24/07/2022,Cultivated land,Metal detector,Fragment,Returned to Finder
1d42d02e-a4e5-4b77-a309-6e268e733dec,1100413,Pencil,Probable,"A complete cast lead rod, probably a pencil of medieval to post-medieval date (c. 1200 - 1650). It is rectangular in cross-section, squared off to one end and tapering to a (slightly blunted) point at the other. The object bas been bent almost double at its middle. The metal has a splotched white to dark greyish-brown patina.​Dr Helen Geake of the Portable Antiquities Scheme has commented: ""The use of lead pencils is still not really understood. At Winchester they are found mainly in 13th- or 14th-century contexts, and it was thought some years ago that when graphite was discovered in Cumbria in the late 16th century lead pencils went out of use; but metal-detector finds of well-made mass-produced pencils suggest that in fact they carried on being used well into the post-medieval period"".This object was found in the same field as similar object (1100414).","Length (longest arm): 26.94mm, Width (incl. both arms): 21.87mm, Thickness: 7.06mm, 11.1g",Cast,Lead,St. Saviour,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,22/07/2022,Cultivated land,Metal detector,Complete,Returned to Finder
0a9a1c83-1e97-4228-afe0-5549787e2969,1100414,Pencil,Probable,"A complete cast lead rod, probably a pencil of medieval to post-medieval date (c. 1200 - 1650). It is slightly rectangular in cross-section, squared off to one end and tapering to a (slightly blunted) point at the other. The object bas been bent almost double at its middle. The metal has a splotched white to dark greyish-brown patina.​Dr Helen Geake of the Portable Antiquities Scheme has commented: ""The use of lead pencils is still not really understood. At Winchester they are found mainly in 13th- or 14th-century contexts, and it was thought some years ago that when graphite was discovered in Cumbria in the late 16th century lead pencils went out of use; but metal-detector finds of well-made mass-produced pencils suggest that in fact they carried on being used well into the post-medieval period"".This object was found in the same field as similar object (1100413).","Length (at longest arm): 40.28mm, Thickness (incl. both arms): 23.20mm, Thickness (of rod): 7.65mm, Weight: 21.1g.",Cast,Lead,St. Saviour,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,22/07/2022,Cultivated land,Metal detector,Complete,Returned to Finder
58be5fb0-3635-402a-96a3-72701e9fcb88,1100415,Sword,Certain,"Société Jersiaise Finds Record Entry 167 (2018) reads:Three fragments, possibly of the same narrow-bladed sword (or epee), found close to each other, 200m north of La Hougue Bie.All three fragments have blades of lozenge section, with very slightly concave faces.  The two larger fragments have the same pale green surface patina, while the smaller fragment appears to have a break matching the median piece, suggesting that all three came from the same weapon.  The largest piece (167a) has two sets of seven finely engraved lines, running parallel to each other down both adjoining faces on either side of the blade, converging to a point on the central rib 29mm down the blade from its upper end.  Each of these lines is about 003mm wide and about 0.7mm apart, forming bands 4.6mm wide, which are very slightly convex over their length.  The larger pieces both have gas bubbles in their broken faces; these are plough-battered, with pale green bronze disease, so were broken in antiquity.Dirks or short swords of Treboul type (named after the place in Brittany where weapons with this type of decoration were first identified), with the handle being riveted to the blade just above its unusually broad head, were manufactured in Armorica (present-day Brittany and Western Normandy) between c.1500-1200 BC.A hilt fragment of a dirk or short sword with similar decoration to 167a (SJFR166) was found in Field T945, but Middle Bronze Age artefacts are uncommon in Jersey and these are the only finds of engraved Treboul type swords known from the island.","Dimensions:167a: 41.7mm x 24.5mm x 6.1mm167b: 43mm x 23mm-19.6mm (tapers) x 6mm167c: 25mm x 17mm-15.6mm (tapers) x 5mmWhen laid out with gaps allowing for the taper, they come to c.115mm long.Weight:167a: 26.01g; 167b: 23.17g; 167c: 7.78g",Cast,Copper alloy,St. Saviour,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,25/01/2018,Cultivated land,Metal detector,Fragment,
626fb227-1e6e-4fcf-a032-3b6c63b9e4eb,1200325,Unidentified object,Possibly,"A post-medieval, cast, copper-alloy possible mount , buckle or fitting probably dating to the 17th-19th centuries.The mount is circular in plan with an openwork design which comprises of a central floriate design with a central concave inlay c.4.28mm in diameter that probably held a set gemstone or coloured glass. The object bears three further inlays, each c.2.80mm diameter, set around the central inlay in a triangular pattern which also likely held stones or coloured glass.  The central inlay is surrounded by six curvilinear openwork bars c.2mm thick that interlace to create rounded flower-petal like decoration. These bars are decorated with dots. Between each of these bars sits further relief floral leaf patterns. Trace amounts of silvering or tin coating remains the obverse and reverse of the object. The reverse of the object is flat , though four convex domes protrude where the set stones or glass would be set on the obverse. A  27.19mm long bar runs through the centre of the object. This appears to have broken away from the reverse face of the object at the unconnected side. A second incomplete bar 7.82mm in length appears at a 90 degree angle from the centre of the first bar, though the end of it has snapped off. This may have crossed over perpendicular to the first bar.The complex openwork casting and style indicates a post-medieval (16th-19th century) date. ",Diameter: 32.05mmThickness: 1.07mmWeight: 3.6g,Cast,Copper alloy,Trinity,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,07/11/2020,Cultivated land,Metal detector,Incomplete,Returned to Finder
6e20c4e9-4fd1-41ea-bce4-43f3dad5d6a7,1200345,Coin hoard,Certain,"Dispersed Roman coin hoard (all found within 10m). Sam Moorhead of the British Museum comments: ""This does look like a dispersed hoard. You get a large number of base metal hoards (with sestertii, dupondii and asses) being buried in the reign of Postumus. Worn earlier pieces are still in circulation, hence their presence here.""1. Diameter:29.14g, Weight: 11.7gCopper alloy Sestertius of Postumus (AD 260-9)Gaul Principal MintObv. Probably: [IMP C POSTVMVS P F AVG]; Radiate, draped and cuirassed rightRev. HER DEV[ONIENS?]; Hercules standing right, holding club, [bow and lion’s skin]RIC V, pt 2, p. 348, cf. no 130Note: The RIC entry has AVG in the exergue. It is not clear if this coin has this.Reece Period 13	 These base-metal coins of Postumus are effectively the last issues of sestertii, dupondii and asses in any quantity.2. Diameter: 31.94mm, Weight: 18.5gCopper alloy Sestertius of Faustina the Younger (AD 145-AD 161) or Luccilla (A.D. 164 - A.D. 169)Obverse Probably: [FAVSTINA AVGVSTA];  Bust of Faustina the Younger, draped, right, hair is elaborately dressed in horizontal lines with ringlets down front: it is coiled in a chignon on back of head.Reverse Probably:  [AVGVSTI PII FIL S C]; Venus, draped, standing front, head left, holding up flower-bud in right hand and gathering up fold of skirt in leftReece period 7.Mint of Rome.Die Axis: 12'oclockRIC III no. 13673.Diameter: 30.75, Weight:13.1g, Copper alloy Sestertius of Faustina the Younger (AD 145-AD 161).Obverse Probably: [FAVSTINA AVGVSTA ];  Bust of Faustina the Younger, draped facing right, sometimes double row of pearls, hair elaborately waved in nearly vertical lines and fastened in a low chignon at back of head round head, down cheek, curls, rightReverse Probably: [IVNONI REGINAE S C];Juno, draped, standing left, holding patera in extended right hand and sceptre in left hand; at left, peacockReece period 7.Die Axis: 12'o'clock4.Diameter: 32.27mm, Weight: 17.5g,Probable Sestertius of the Antonine dynasty (AD 138-AD 161).Obverse Probably: Faustina the Younger or Luccilla, draped, right with hair in bun visible due to ghosting on obverse. Reverse: completely worn away.Reece period 7.5.Diameter: 29.61mm, Weight: 11.3g, Probable Sestertius of the Antonine dynasty (AD 138-AD 161).D. 164 - A.D. 169)Obverse Possibly: Draped, right with hair in bun visible due to ghosting on obverse.Reverse: completely worn away.Reece period 7.",See description.,Struck or hammered,Copper alloy,Trinity,Gallo-Roman 51 BCE-451 CE,Gallo-Roman 51 BCE-451 CE,01/01/2013,Cultivated land,Metal detector,Incomplete,
82a98537-3a06-4ecb-8177-c884353cb349,1200346,Crucible,Certain,"Société Jersiaise Finds Record Entry SJFR159 (2018) reads: Fragment of the flat base and slightly thicker shallow-sloped side of a Gallo-Roman whiteware plate or shallow dish, recycled as a crucible for melting copper-alloy.  Fabric is a fine and creamy white earthenware, similar to 1st-2nd century AD dish sherds from St Clement Churchyard.  In places it is slightly cracked with green copper oxide staining.  Metal crusting its interior is bright green, shading to dull green and black in places, suggestive of the presence of lead.  Its surface is blobby and undulates considerably.See also SJFR160 – a virtually identical crucible fragment from Grouville.Three tin ingot fragments and two pieces of a Roman tin alloy statuette of 2nd-3rd century AD date have been found in fields to the east and north-east, suggesting that this was a Gallo-Roman metal processing site.",Dimensions:51mm x 39mm x 13mm thick (of which 4.2mm-6mm is crucible wall and 3mm-9mm is crusted copper alloy)Weight:43.50g,Cast,Ceramic,Trinity,Gallo-Roman 51 BCE-451 CE,Gallo-Roman 51 BCE-451 CE,01/06/2018,Cultivated land,Metal detector,Fragment,
